Código Institución,Nombre Institución,Número Identificación Tributaria - NIT,Principal/Seccional,Naturaleza Jurídica,Sector,Carácter Académico,Cod Departamento,Departamento Domicilio,Cod Municipio,Municipio Domicilio,Dirección Domicilio,Teléfono Domicilio,Norma de Creación,Fecha Norma de Creación,¿Acreditada Alta Calidad?,Fecha Acreditación,Resolución de la acreditación,Vigencia de la acreditación,Estado,Fecha Actualizacion,Página Web
2727,FUNDACION UNIVERSITARIA-CEIPA-,890910961-7,Principal,Fundación,Privado,Institución Universitaria/Escuela Tecnológica,Antioquia,Antioquia,,Sabaneta,Calle 77 sur No. 40 -165,3056100,Resolución 6266 MINISTERIO DE EDUCACION NACIONAL.,1983-05-04,SI,2022-01-21,679,4,Activa en la Fecha de Actualizacion,2022-07-08,www.ceipa.edu.co
2728,FUNDACION UNIVERSITARIA DEL AREA ANDINA,860.517.302-1,Principal,Fundación,Privado,Institución Universitaria/Escuela Tecnológica,Bogotá D.C.,Bogotá D.C.,,"Bogotá, D.C.",Clle 71 No. 13-21,3458443,Resolución 22215 MINISTERIO DE EDUCACION NACIONAL.,1983-12-09,SI,2021-07-27,13718,4,Activa en la Fecha de Actualizacion,2022-07-08,https://www.areandina.edu.co/
2730,FUNDACION ESCUELA COLOMBIANA DE REHABILITACION,830.011.184-5,Principal,Fundación,Privado,Institución Universitaria/Escuela Tecnológica,Bogotá D.C.,Bogotá D.C.,,"Bogotá, D.C.",Avenida Cra. 15   151-68,6270649,Resolución 5090 MINISTERIO DE EDUCACION NACIONAL.,1995-11-03,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.ecr.edu.co
2731,FUNDACION UNIVERSITARIA CATOLICA LUMEN GENTIUM - UNICATÓLICA - CALI,800.185.664-6,Principal,Fundación,Privado,Institución Universitaria/Escuela Tecnológica,Valle del Cauca,Valle del Cauca,,Cali,Carrera 122  12 - 459 Pance,5552767,Resolución 944 MINISTERIO DE EDUCACION NACIONAL.,1996-03-19,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.unicatolica.edu.co
2732,FUNDACION UNIVERSITARIA CATOLICA DEL NORTE,811.010.001-2,Principal,Fundación,Privado,Institución Universitaria/Escuela Tecnológica,Antioquia,Antioquia,,Santa Rosa de Osos,Carrera 21  34B -  07,8609822,Resolución 1671 MINISTERIO DE EDUCACION NACIONAL.,1997-05-20,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.ucn.edu.co
2733,FUNDACIÓN UNIVERSITARIA SAN ALFONSO- FUSA-,830.081.981 -8,Principal,Fundación,Privado,Institución Universitaria/Escuela Tecnológica,Bogotá D.C.,Bogotá D.C.,,"Bogotá, D.C.",Calle 37  22 - 47,2445053,Resolución 3296 MINISTERIO DE EDUCACION NACIONAL.,2000-12-07,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.fusa.edu.co
2736,FUNDACION UNIVERSITARIA SEMINARIO BIBLICO DE COLOMBIA - FUSBC,811.026.923,Principal,Fundación,Privado,Institución Universitaria/Escuela Tecnológica,Antioquia,Antioquia,,Medellín,Calle 76 No. 87 - 14,2640303,Resolución 3298 MINISTERIO DE EDUCACION NACIONAL,2000-12-07,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.unisbc.edu.co
2737,FUNDACION UNIVERSITARIA DEL AREA ANDINA,860.517.302-1,Seccional,Fundación,Privado,Institución Universitaria/Escuela Tecnológica,Risaralda,Risaralda,,Pereira,Calle 24 No.8-55,3339560,Resolución 22215 MINISTERIO DE EDUCACION NACIONAL.,1983-12-09,SI,2021-07-27,13718,4,Activa en la Fecha de Actualizacion,2022-07-08,https://www.areandina.edu.co/
2738,FUNDACION UNIVERSITARIA EMPRESARIAL DE LA CAMARA DE COMERCIO DE BOGOTA- UNIEMPRESARIAL,830.084.876.6,Principal,Fundación,Privado,Institución Universitaria/Escuela Tecnológica,Bogotá D.C.,Bogotá D.C.,,"Bogotá, D.C.",Carrera 33 A No.30-20,5082244,Resolución 598 MINISTERIO DE EDUCACION NACIONAL,2001-04-02,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.uniempresarial.edu.co
2739,FUNDACION DE ESTUDIOS SUPERIORES UNIVERSITARIOS DE URABA ANTONIO ROLDAN BETANCUR,811028521-1,Principal,Fundación,Privado,Institución Universitaria/Escuela Tecnológica,Antioquia,Antioquia,,Apartadó,Carrera 111  101-64 Barrio Los Pinos,8286999,Resolución 596 MINISTERIO DE EDUCACION NACIONAL.,2001-04-02,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.fesu.edu.co
2740,INSTITUCION UNIVERSITARIA COLOMBO AMERICANA - UNICA,830.088.283,Principal,Fundación,Privado,Institución Universitaria/Escuela Tecnológica,Bogotá D.C.,Bogotá D.C.,,"Bogotá, D.C.",Avenida 19  2-49 Piso 2,2811777,Resolución 849 MINISTERIO DE EDUCACION NACIONAL.,2001-05-08,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.unica.edu.co
2741,FUNDACION DE ESTUDIOS SUPERIORES - MONSEÑOR ABRAHAM ESCUDERO MONTOYA  - FUNDES,809008799-7,Principal,Fundación,Privado,Institución Universitaria/Escuela Tecnológica,Tolima,Tolima,,Espinal,Carrera 7  10-37,2485862,Resolución 1495 MINISTERIO DE EDUCACION NACIONAL.,2001-07-23,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.fundes.edu.co
2743,UNIVERSIDAD INTERNACIONAL DEL TRÓPICO AMERICANO,844.002.071 -4,Principal,Departamental,Oficial,Universidad,Casanare,Casanare,,Yopal,Carrera 19  39 - 40,6320700,Resolución 1311 MINISTERIO DE EDUCACION NACIONAL,2002-06-11,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.unitropico.edu.co
2744,UNIVERSIDAD CESMAG - UNICESMAG,800109387-7,Principal,Fundación,Privado,Universidad,Nariño,Nariño,,Pasto,Carrera 20A  14-54,7206859,Resolución 10735 MINISTERIO DE EDUCACION NACIONAL.,1982-06-26,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.iucesmag.edu.co
2745,FUNDACIÓN UNIVERSITARIA COMPENSAR,860.506.140-6,Principal,Fundación,Privado,Institución Universitaria/Escuela Tecnológica,Bogotá D.C.,Bogotá D.C.,,"Bogotá, D.C.",Av. 32   17-30,3380606,Resolución 23635 MINISTERIO DE EDUCACION NACIONAL.,1981-12-23,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.unipanamericana.edu.co
2746,FUNDACION UNIVERSITARIA SANITAS,830.113.458 - 6,Principal,Fundación,Privado,Institución Universitaria/Escuela Tecnológica,Bogotá D.C.,Bogotá D.C.,,"Bogotá, D.C.",Calle 170 # 08-41,5895377,Resolución 3015 MINISTERIO DE EDUCACION NACIONAL,2002-12-23,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.unisanitas.edu.co
2747,INSTITUCIÓN UNIVERSITARIA VISIÓN DE LAS AMÉRICAS,890.985.417-3,Principal,Fundación,Privado,Institución Universitaria/Escuela Tecnológica,Antioquia,Antioquia,,Medellín,Circular 73  35 -04,4114848,Resolución 12998 MINISTERIO DE EDUCACION NACIONAL.,1985-08-12,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.uam.edu.co
2748,FUNDACION UNIVERSITARIA SEMINARIO TEOLOGICO BAUTISTA INTERNACIONAL,805.027.579-1,Principal,Fundación,Privado,Institución Universitaria/Escuela Tecnológica,Valle del Cauca,Valle del Cauca,,Cali,Carrera 56 (Av. Guadalupe)  1B-112,5132320,Resolución 1427 MINISTERIO DE EDUCACION NACIONAL,2003-06-24,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.funibautista.edu.co
2749,INSTITUCION UNIVERSITARIA  SALAZAR Y HERRERA,811028188-1,Principal,Fundación,Privado,Institución Universitaria/Escuela Tecnológica,Antioquia,Antioquia,,Medellín,Carrera 70  52-49 Barrio Los Colores,4600700,Resolución 1104 MINISTERIO DE EDUCACION NACIONAL.,1997-04-17,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.iush.edu.co
2805,UNIVERSIDAD SIMON BOLIVAR,890.104.633-9,Principal,Corporación,Privado,Universidad,Atlántico,Atlántico,,Barranquilla,Carrera 59 No.59-92,3441265,Resolución 1318 GOBERNACION DEL ATLANTICO.,1972-11-15,SI,2021-08-25,15867,8,Activa en la Fecha de Actualizacion,2022-07-08,www.unisimonbolivar.edu.co
2810,CORPORACION UNIVERSIDAD DE LA COSTA CUC,890.104.530-9,Principal,Corporación,Privado,Universidad,Atlántico,Atlántico,,Barranquilla,Calle 58  55-66,3440983,Resolución 352 GOBERNACION DEL ATLANTICO,1971-04-23,SI,2019-09-06,9521,4,Activa en la Fecha de Actualizacion,2022-07-08,www.cuc.edu.co
2811,UNIVERSIDAD ESCUELA COLOMBIANA DE INGENIERIA JULIO GARAVITO,860.034.811,Principal,Corporación,Privado,Universidad,Bogotá D.C.,Bogotá D.C.,,"Bogotá, D.C.",AK 45  205-59 (Autopista Norte - Km.13),6683600,Resolución 86 MINISTERIO DE JUSTICIA.,1973-01-19,SI,2019-03-18,2710,6,Activa en la Fecha de Actualizacion,2022-07-08,www.escuelaing.edu.co
2812,UNIVERSIDAD EAN,860.026.058,Principal,Corporación,Privado,Universidad,Bogotá D.C.,Bogotá D.C.,,"Bogotá, D.C.",Carrera 11 No 78-47,5936160,Resolución 2898 MINISTERIO DE JUSTICIA,1969-05-16,SI,2021-12-10,23654,6,Activa en la Fecha de Actualizacion,2022-07-08,www.ean.edu.co
2813,UNIVERSIDAD EIA,890.983.722-6,Principal,Corporación,Privado,Universidad,Antioquia,Antioquia,,Envigado,Calle 25 Sur  42-73,3317850,Resolución 20120 MINISTERIO DE EDUCACION NACIONAL,1979-11-12,SI,2017-12-18,28480,6,Activa en la Fecha de Actualizacion,2022-07-08,www.eia.edu.co
2815,CORPORACION UNIVERSITARIA ADVENTISTA - UNAC,No Informa,Principal,Corporación,Privado,Institución Universitaria/Escuela Tecnológica,Antioquia,Antioquia,,Medellín,Cra 84 No. 33 AA - 01,2508328,Resolución 8529 MINISTERIO DE EDUCACION NACIONAL.,1983-06-06,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.unac.edu.co
2818,CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-,891.409.768-8,Principal,Corporación,Privado,Institución Universitaria/Escuela Tecnológica,Risaralda,Risaralda,,Santa Rosa de Cabal,Cra. 14  27-80 Santa Rosa de Cabal,643000,Resolución 6387 MINISTERIO DE EDUCACION NACIONAL,1982-05-03,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.unisarc.edu.co
2820,CORPORACION UNIVERSITARIA LASALLISTA,890.984.812-5,Principal,Corporación,Privado,Institución Universitaria/Escuela Tecnológica,Antioquia,Antioquia,,Caldas,Carrera  51  118 Sur-57,3000200,Resolución 9887 MINISTERIO DE EDUCACION NACIONAL,1983-06-22,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.lasallista.edu.co
2822,"ESCUELA SUPERIOR DE OFTALMOLOGIA, INSTITUTO BARRAQUER DE AMERICA",860.054.986-9,Principal,Corporación,Privado,Institución Universitaria/Escuela Tecnológica,Bogotá D.C.,Bogotá D.C.,,"Bogotá, D.C.","Avenida  Calle 100  18A - 51, Oficina 306",6449552,Resolución 1590 MINISTERIO DE EDUCACION NACIONAL,1977-02-25,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.institutobarraquer.com
2823,CORPORACION UNIVERSITARIA DEL CARIBE - CECAR,892.201.263-1,Principal,Corporación,Privado,Institución Universitaria/Escuela Tecnológica,Sucre,Sucre,,Sincelejo,Carretera Troncal Occidente Vía Corozal,2804011,Resolución 7786 MINISTERIO DE EDUCACION NACIONAL.,1978-06-05,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.cecar.edu.co
2824,CORPORACION UNIVERSITARIA DE COLOMBIA IDEAS,860.524.958,Principal,Corporación,Privado,Institución Universitaria/Escuela Tecnológica,Bogotá D.C.,Bogotá D.C.,,"Bogotá, D.C.",Calle 69  No. 10A-¿36,6061102,Resolución 22185 MINISTERIO DE EDUCACION NACIONAL.,1984-12-18,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.ideas.edu.co
2825,CORPORACION UNIVERSITARIA RAFAEL NUÑEZ,890.481.276-8,Principal,Corporación,Privado,Institución Universitaria/Escuela Tecnológica,Bolívar,Bolívar,,Cartagena de Indias,"Edificio Rafael Nuñez, Centro Calle de la Soledad No. 5-70",6607777,Resolución 6644 MINISTERIO DE EDUCACION NACIONAL,1985-06-05,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.curn.edu.co
2827,CORPORACION UNIVERSITARIA DEL META - UNIMETA,892.099.267-1,Principal,Corporación,Privado,Institución Universitaria/Escuela Tecnológica,Meta,Meta,,Villavicencio,Carrera 33 No. 34-06 Edificio H¿roes del Pantano de Vargas,6624080,Resolución 12249 MINISTERIO DE EDUCACION NACIONAL.,1985-08-05,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.unimeta.edu.co
2828,CORPORACION UNIVERSITARIA DEL HUILA-CORHUILA-,800.107.584-2,Principal,Corporación,Privado,Institución Universitaria/Escuela Tecnológica,Huila,Huila,,Neiva,Calle 21  6-01,8754220,Resolución 21000 MINISTERIO DE EDUCACION NACIONAL.,1989-12-22,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.corhuila.edu.co
2829,CORPORACION UNIVERSITARIA MINUTO DE DIOS -UNIMINUTO-,800.116.217-2,Principal,Corporación,Privado,Institución Universitaria/Escuela Tecnológica,Bogotá D.C.,Bogotá D.C.,,"Bogotá, D.C.",Calle 81 B No. 72 B - 70,2916520,Resolución 10345 MINISTERIO DE EDUCACION NACIONAL,1990-08-01,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.uniminuto.edu
2830,CORPORACION UNIVERSITARIA IBEROAMERICANA,860.503.837-7,Principal,Corporación,Privado,Institución Universitaria/Escuela Tecnológica,Bogotá D.C.,Bogotá D.C.,,"Bogotá, D.C.",Calle 67   5-27,3489292,Resolución 428 MINISTERIO DE EDUCACION NACIONAL,1982-01-28,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,https://www.ibero.edu.co/
2831,CORPORACION UNIVERSITARIA DE CIENCIA Y DESARROLLO - UNICIENCIA,830018780-7,Principal,Corporación,Privado,Institución Universitaria/Escuela Tecnológica,Bogotá D.C.,Bogotá D.C.,,"Bogotá, D.C.",Calle 74  15-73,3220055,Resolución 20 MINISTERIO DE EDUCACION NACIONAL,1996-01-05,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.uniciencia.edu.co
2832,UNIVERSIDAD DE SANTANDER - UDES,804001890-1,Principal,Corporación,Privado,Universidad,Santander,Santander,,Bucaramanga,Calle 70 No. 55-210 Lagos del Cacique,6516500,Resolución 810 MINISTERIO DE EDUCACION NACIONAL.,1996-03-12,SI,2021-12-10,23656,6,Activa en la Fecha de Actualizacion,2022-07-08,www.udes.edu.co
2833,CORPORACION UNIVERSITARIA REMINGTON,811005425-1,Principal,Corporación,Privado,Institución Universitaria/Escuela Tecnológica,Antioquia,Antioquia,,Medellín,"Calle 51  51-27, Edificio Coltabaco, Torre 1",5111000,Resolución 2661 MINISTERIO DE EDUCACION NACIONAL,1996-06-21,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.remington.edu.co
2834,UNIVERSITARIA AGUSTINIANA- UNIAGUSTINIANA,NO INFORMA,Principal,Corporación,Privado,Institución Universitaria/Escuela Tecnológica,Bogotá D.C.,Bogotá D.C.,,"Bogotá, D.C.",Av Ciudad de Cali No 11B-95,4193200,Resolución 6651 MINISTERIO DE EDUCACION NACIONAL.,1996-12-26,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.uniagustiniana.edu.co
2836,CORPORACION UNIVERSITARIA EMPRESARIAL DE SALAMANCA,819003405,Principal,Corporación,Privado,Institución Universitaria/Escuela Tecnológica,Atlántico,Atlántico,,Barranquilla,Carrera 50  79 - 155,4242226,Resolución 3062 MINISTERIO DE EDUCACION NACIONAL.,1999-12-02,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.cunivemsa.edu.co
2837,CORPORACION UNIVERSITARIA REPUBLICANA,830.065.186-1,Principal,Corporación,Privado,Institución Universitaria/Escuela Tecnológica,Bogotá D.C.,Bogotá D.C.,,"Bogotá, D.C.",Carrera 7  19-38,2862384,Resolución 3061 MINISTERIO DE EDUCACION NACIONAL.,1999-12-02,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.urepublicana.edu.co
2838,CORPORACION COLEGIATURA COLOMBIANA,811.024.158,Principal,Corporación,Privado,Institución Universitaria/Escuela Tecnológica,Antioquia,Antioquia,,Medellín,Km 7. Vía Las Palmas,3547120,Resolución 1989 MINISTERIO DE EDUCACION NACIONAL.,2000-07-11,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.colegiatura.edu.co
2840,CORPORACION UNIVERSITARIA EMPRESARIAL ALEXANDER VON HUMBOLDT - CUE,no disponible,Principal,Corporación,Privado,Institución Universitaria/Escuela Tecnológica,Quindío,Quindío,,Armenia,Avenida Bolivar #1-189,7450025,Resolución 439 MINISTERIO DE EDUCACION NACIONAL,2001-03-14,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.uempresarial@cue.edu.co
2841,CORPORACION UNIVERSITARIA MINUTO DE DIOS -UNIMINUTO-,800.116.217 - 2,Seccional,Corporación,Privado,Institución Universitaria/Escuela Tecnológica,Antioquia,Antioquia,,Bello,Carrera 45   22 D - 25,4623131,Resolución 1634 MINISTERIO DE EDUCACION NACIONAL.,2002-07-17,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.uniminuto.edu
2842,CORPORACION UNIVERSITARIA REFORMADA - CUR -,802017254-8,Principal,Corporación,Privado,Institución Universitaria/Escuela Tecnológica,Atlántico,Atlántico,,Barranquilla,Carrera 38 74-179,3680130,Resolución 1021 MINISTERIO DE EDUCACION NACIONAL,2002-05-14,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.unireformada.edu.co
2847,UNIVERSIDAD DE INVESTIGACION Y DESARROLLO - UDI,890.212.433-5,Principal,Corporación,Privado,Universidad,Santander,Santander,,Bucaramanga,Calle 9  23-55,6352525,Resolución 22195 MINISTERIO DE EDUCACION NACIONAL.,1985-12-20,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.udi.edu.co
2848,CORPORACION UNIVERSITARIA  UNITEC,860.510.627-6,Principal,Corporación,Privado,Institución Universitaria/Escuela Tecnológica,Bogotá D.C.,Bogotá D.C.,,"Bogotá, D.C.",Calle 76   12-58,5939393,Resolución 2012 MINISTERIO DE EDUCACION NACIONAL.,1982-03-02,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.unitec.edu.co
2849,CORPORACION UNIVERSITARIA AUTONOMA DEL CAUCA,891.501.766-6,Principal,Corporación,Privado,Institución Universitaria/Escuela Tecnológica,Cauca,Cauca,,Popayán,Calle 5  3-85,8213000,Resolución 13002 MINISTERIO DE EDUCACION NACIONAL,1984-08-30,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.uniautonoma.edu.co
2850,CORPORACION UNIVERSITARIA ANTONIO JOSE DE SUCRE - CORPOSUCRE,823.004.609 D.V.9,Principal,Corporación,Privado,Institución Universitaria/Escuela Tecnológica,Sucre,Sucre,,Sincelejo,Carrera 21 25-59 La María,2812282,Resolución 2302 MINISTERIO DE EDUCACION NACIONAL,2003-09-26,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.corposucre.edu.co
2901,ESCUELA DE INTELIGENCIA Y CONTRAINTELIGENCIA BRIGADIER GENERAL RICARDO CHARRY SOLANO,800131292,Principal,Nacional,Oficial,Institución Universitaria/Escuela Tecnológica,Bogotá D.C.,Bogotá D.C.,,"Bogotá, D.C.",Carrera 8a No. 101-33,6017515,No informa 020 Ministerio de Defensa,1964-11-02,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.esici.edu.co
2902,ESCUELA DE LOGISTICA,800131180,Principal,Nacional,Oficial,Institución Universitaria/Escuela Tecnológica,Bogotá D.C.,Bogotá D.C.,,"Bogotá, D.C.","Calle 11 Sur  10-50 Este, San Cristóbal",3370207,No informa 015 Ministerio de Defensa,1995-12-28,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,No disponible
2904,ESCUELA SUPERIOR DE GUERRA GENERAL RAFAEL REYES PRIETO,830002634-1,Principal,Nacional,Oficial,Institución Universitaria/Escuela Tecnológica,Bogotá D.C.,Bogotá D.C.,,"Bogotá, D.C.",Carrera 11 102-50,6204066,Decreto 453 Presidencia de la Repúiblica,1909-05-01,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.esdegue.mil.co
2905,CENTRO DE EDUCACION MILITAR - CEMIL,830028487,Principal,Nacional,Oficial,Institución Universitaria/Escuela Tecnológica,Bogotá D.C.,Bogotá D.C.,,"Bogotá, D.C.",Calle 102 7-80,6208549,No informa 10 Comando del Ejército Nacional,1999-11-23,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.cemil.mil.co
2906,ESCUELA DE POSTGRADOS DE LA FUERZA AEREA COLOMBIANA CAPITAN JOSE EDMUNDO SANDOVAL - EPFAC,830.030.378 - 8,Principal,Nacional,Oficial,Institución Universitaria/Escuela Tecnológica,Bogotá D.C.,Bogotá D.C.,,"Bogotá, D.C.","Carrera 11 102 - 50 Edificio ESDEGUE, Of.412",6204066,Resolución 1906 Ministerio de Educacion Nacional,2002-08-05,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.ima.edu.co
3102,INSTITUTO SUPERIOR DE EDUCACION RURAL-ISER-,890.501.578,Principal,Departamental,Oficial,Institución Tecnológica,Norte de Santander,Norte de Santander,,Pamplona,Calle  8   No.8-155,682597,Decreto 2365 Gobierno Nacional.,1956-09-18,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.iser.edu.co
3103,INSTITUCIÓN UNIVERSITARIA MAYOR DE CARTAGENA,890.480.054-5,Principal,Municipal,Oficial,Institución Universitaria/Escuela Tecnológica,Bolívar,Bolívar,,Cartagena de Indias,Calle de la Factor¿a  35-95,6644060,Ley 48 Congreso,1945-12-17,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.colmayorbolivar.edu.co
3104,COLEGIO MAYOR DEL CAUCA,891500759-1,Principal,Departamental,Oficial,Institución Universitaria/Escuela Tecnológica,Cauca,Cauca,,Popayán,"Cra.5#5-40 (SEDE PPAL), Calle 3#6-42 (CASA OB",8241109,No informa 524 Ministerio de Educacion Nacional,1966-12-15,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.colmayorcauca.edu.co
3107,INSTITUCIÓN UNIVERSITARIA PASCUAL BRAVO,890.980.153,Principal,Nacional,Oficial,Institución Universitaria/Escuela Tecnológica,Antioquia,Antioquia,,Medellín,Calle 73 No. 73A-226,4480520,Decreto 108 Gobierno Nacional,1950-01-18,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.pascualbravo.edu.co
3114,ESCUELA NAVAL DE SUBOFICIALES ARC BARRANQUILLA,NO INFORMA,Principal,Nacional,Oficial,Institución Tecnológica,Atlántico,Atlántico,,Barranquilla,Vía 40 Calle 58,3444410,No informa 0743 Ministerio de Defensa,1992-02-14,SI,2022-03-11,3319,4,Activa en la Fecha de Actualizacion,2022-07-08,www.armada.mil.co
3115,INSTITUTO TECNOLOGICO DEL PUTUMAYO,800.247.940-1,Principal,Departamental,Oficial,Institución Tecnológica,Putumayo,Putumayo,,Mocoa,Barrio la Esmeralda aire libre,4296105,Ley 65 Congreso de la Republica.,1989-12-11,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.itp.edu.co
3116,INSTITUTO TECNOLOGICO DEL PUTUMAYO,800.247.940-1,Seccional,Departamental,Oficial,Institución Tecnológica,Putumayo,Putumayo,,Sibundoy,Via Canal C Granja Versalles,4296105,Ley 65 Congreso de la Republica.,1989-12-11,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.itp.edu.co
3117,INSTITUCIÓN UNIVERSITARIA ITSA,802.011.065,Principal,Municipal,Oficial,Institución Universitaria/Escuela Tecnológica,Atlántico,Atlántico,,Barranquilla,"Cra 45 N¿48-31 Barrio El Carmen, Barranquilla",3112370,Ley 391 Congreso de la Republica.,1997-07-23,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.itsa.edu.co
3201,UNIDADES TECNOLOGICAS DE SANTANDER,890.208.727,Principal,Departamental,Oficial,Institución Tecnológica,Santander,Santander,,Bucaramanga,Calle de los Estudiantes No.9 - 82,6413000,Ordenanza 90 Asamblea Departamental de Santander,1963-12-23,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.uts.edu.co
3204,TECNOLOGICO DE ANTIOQUIA,890905419-6,Principal,Departamental,Oficial,Institución Universitaria/Escuela Tecnológica,Antioquia,Antioquia,,Medellín,Calle 78B  72A-220,4443700,Decreto 262 Gobierno Departamental de Antioquia,1979-02-28,SI,2020-07-17,13167,8,Activa en la Fecha de Actualizacion,2022-07-08,www.tdea.edu.co
3301,INSTITUCION UNIVERSITARIA ANTONIO JOSE CAMACHO,805.000.889-0,Principal,Municipal,Oficial,Institución Universitaria/Escuela Tecnológica,Valle del Cauca,Valle del Cauca,,Cali,Av. 6ª  28N-102 Barrio San Vicente,6882828,Acuerdo 29 Concejo Municipal de Cali.,1993-12-21,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.uniaj.edu.co
3302,INSTITUTO TECNOLOGICO METROPOLITANO,800214750-7,Principal,Municipal,Oficial,Institución Universitaria/Escuela Tecnológica,Antioquia,Antioquia,,Medellín,Calle 73 NO. 76A-354 Vía al Volador,4405100,Acuerdo 42 Concejo Municipal,1991-09-18,SI,2020-07-24,13595,8,Activa en la Fecha de Actualizacion,2022-07-08,www.itm.edu.co
3303,ESCUELA SUPERIOR TECNOLOGICA DE ARTES DEBORA ARANGO,811.042.967-9,Principal,Municipal,Oficial,Institución Tecnológica,Antioquia,Antioquia,,Envigado,Calle 39 Sur  39 - 08,3330381,Acuerdo 38 Honorable Consejo Superior de Envigado.,2003-09-25,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.ladebora.edu.co
3702,FUNDACION TECNOLOGICA AUTONOMA DE BOGOTA-FABA-,NO INFORMA,Principal,Fundación,Privado,Institución Tecnológica,Bogotá D.C.,Bogotá D.C.,,"Bogotá, D.C.",Carrera 14   80 - 35,6913862,Resolución 6845 MINISTERIO DE EDUCACION NACIONAL.,1976-08-27,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.faba.edu.co
